Degree,Profession,Age,Gender,Leadership POS,Act Member POS,CGPA,Average Prof Grade,Average Elec Grade,OJT Grade,SS_1,SS_2,SS_3,SS_4,SS_5,SS_6,HS_1,HS_2,HS_3,HS_4,HS_5,HS_6,Soft Skills Ave,Hard Skills Ave,Database Management Skills,Java Programming Skills,Networking Skills,Python Programming Skills,System Design Skills,Web Development Skills,Cybersecurity Skills,Cloud Computing Skills,Data Structures & Algorithms,Machine Learning Skills,Programming Logic Skills,Software Engineering Skills,Artificial Intelligence Skills,Auditing Skills,Budgeting & Analysis Skills,Financial Accounting Skills,Taxation Skills,Risk Management Skills,Financial Management Skills,Leadership & Decision-Making Skills,Marketing Skills,Strategic Planning Skills,Consumer Behavior Analysis,Sales Management Skills,Innovation & Business Planning Skills,Food & Beverage Operations Skills,Front Office & Reservations Skills,Housekeeping Standards Skills,Events & Banquet Coordination Skills,Customer Experience & Guest Relations Skills,Clinical & Patient Care Skills,Pharmacology & Medication Skills,Community Health & Education Skills,Infection Control & Safety Skills,Nursing Assessment & Documentation Skills,Circuit Analysis & Electronics Skills,Embedded Systems Skills,Network & Telecom Skills,RF & Wireless Basics Skills,Technical Troubleshooting Skills,Classroom Management Skills,Curriculum Development Skills,Educational Technology Skills,Teaching Skills,English Communication & Writing Skills,Mathematics Instruction & Reasoning Skills,Filipino Communication & Writing Skills,Child Development & Learning Skills,Foundational Literacy & Numeracy Skills,Technical Knowledge in Degree
BSEd-Elementary,Education Program Coordinator (Entry Level),26,Male,Yes,No,1.38,86.5,83.0,94.1,84.84,87.59,61.46,52.6,59.24,83.62,83.8,64.55,87.4,62.62,88.12,86.37,71.56,78.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.08,0.0,67.6,72.9,0.0,0.0,0.0,83.84,91.62,0.0
BSEd-Elementary,Curriculum Assistant,23,Male,No,Yes,2.8,83.1,91.0,79.6,54.45,61.13,65.47,58.81,70.94,84.49,79.26,86.69,55.05,71.02,63.95,89.02,65.88,74.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.63,0.0,72.73,82.35,0.0,0.0,0.0,70.83,62.87,0.0
BSEd-Elementary,Curriculum Assistant,21,Male,No,No,2.83,86.7,93.6,78.8,54.5,62.45,52.55,75.69,73.51,68.79,57.74,87.44,87.59,76.09,56.87,56.57,64.58,70.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.11,0.0,83.7,62.81,0.0,0.0,0.0,68.38,59.73,0.0
BSEd-Elementary,Education Program Coordinator (Entry Level),29,Male,Yes,No,2.36,84.5,92.4,92.2,58.63,71.37,83.52,52.73,82.73,76.08,66.36,78.25,61.72,87.02,61.36,56.91,70.84,68.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.71,0.0,82.76,58.01,0.0,0.0,0.0,78.94,99.55,0.0
BSEd-Elementary,Teaching Assistant,21,Male,No,No,3.03,95.2,82.1,85.1,72.99,68.12,86.81,83.03,55.92,66.79,69.11,56.58,61.54,88.56,75.72,69.66,72.28,70.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.32,0.0,71.61,65.7,0.0,0.0,0.0,75.55,75.38,0.0
BSEd-Elementary,Education Program Coordinator (Entry Level),24,Male,No,Yes,1.87,92.9,95.0,95.3,68.34,77.97,85.94,56.08,69.6,56.99,64.02,73.67,68.69,82.54,73.83,81.57,69.15,74.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.91,0.0,75.35,70.81,0.0,0.0,0.0,62.46,99.43,0.0
BSEd-Elementary,Teaching Assistant,26,Female,Yes,No,1.65,84.7,90.0,81.7,54.0,61.5,83.93,59.27,56.29,86.26,83.92,73.33,86.94,80.83,75.17,63.14,66.87,77.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.77,0.0,72.05,61.5,0.0,0.0,0.0,64.14,70.9,0.0
BSEd-Elementary,Curriculum Assistant,26,Male,Yes,Yes,2.73,85.6,92.4,78.6,54.3,63.04,73.21,52.16,58.33,60.4,69.9,66.47,88.11,64.96,75.87,86.65,60.24,75.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.77,0.0,77.57,67.34,0.0,0.0,0.0,73.25,65.14,0.0
BSEd-Elementary,Curriculum Assistant,28,Male,No,No,2.06,83.5,92.7,81.0,61.67,67.82,67.35,83.48,60.1,69.41,55.14,59.66,56.55,70.21,85.89,66.49,68.3,65.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.39,0.0,76.93,81.36,0.0,0.0,0.0,59.4,71.35,0.0
BSEd-Elementary,Teaching Assistant,28,Female,Yes,Yes,2.4,86.8,90.2,95.4,72.93,76.35,58.65,59.67,53.56,75.14,56.33,88.58,71.9,79.49,73.18,80.22,66.05,74.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.9,0.0,71.84,66.95,0.0,0.0,0.0,73.42,76.63,0.0
BSEd-Elementary,Curriculum Assistant,29,Male,Yes,No,2.37,85.0,89.2,93.2,53.23,81.32,54.55,52.04,67.11,80.94,59.85,81.24,71.72,84.65,62.16,55.88,64.86,69.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.02,0.0,73.7,61.75,0.0,0.0,0.0,62.34,84.07,0.0
BSEd-Elementary,Elementary School Teacher,22,Female,No,No,1.7,91.5,95.6,82.2,90.08,64.45,81.97,90.69,61.3,70.51,70.86,60.45,55.88,77.01,66.36,88.29,76.5,69.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.51,0.0,61.35,94.45,0.0,0.0,0.0,70.28,63.45,0.0
BSEd-Elementary,Education Program Coordinator (Entry Level),22,Male,No,Yes,1.52,94.7,83.5,84.2,82.85,59.56,64.3,52.7,77.74,69.18,75.19,69.07,89.64,89.84,87.88,67.59,67.72,79.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.71,0.0,84.54,81.38,0.0,0.0,0.0,66.38,98.93,0.0
BSEd-Elementary,Curriculum Assistant,29,Female,Yes,Yes,2.6,94.0,93.5,95.4,57.74,81.91,76.38,62.92,83.36,70.77,79.36,83.5,77.53,83.63,89.17,55.86,72.18,78.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.79,0.0,83.54,71.54,0.0,0.0,0.0,62.32,59.8,0.0
BSEd-Elementary,Teaching Assistant,27,Female,No,Yes,2.4,86.7,82.3,81.1,72.47,55.57,67.93,85.49,79.42,85.07,74.5,88.92,66.95,64.85,55.37,81.01,74.33,71.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.23,0.0,83.59,85.21,0.0,0.0,0.0,67.63,61.18,0.0
BSEd-Elementary,Education Program Coordinator (Entry Level),21,Female,No,No,1.57,93.8,83.8,95.1,85.24,79.81,84.92,74.29,63.03,69.93,82.01,60.87,82.21,61.28,67.37,71.05,76.2,70.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.05,0.0,58.72,75.28,0.0,0.0,0.0,72.58,97.16,0.0
BSEd-Elementary,Education Program Coordinator (Entry Level),22,Male,No,No,1.37,95.1,82.4,98.2,72.76,75.17,70.03,79.87,77.9,68.06,85.38,63.73,67.36,75.15,59.25,67.61,73.97,69.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.56,0.0,61.81,75.2,0.0,0.0,0.0,69.15,90.11,0.0
BSEd-Elementary,Elementary School Teacher,26,Male,No,Yes,1.59,85.5,95.9,82.1,80.57,66.47,52.83,91.68,61.96,61.65,80.19,89.46,55.64,71.52,79.88,55.45,69.19,72.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.22,0.0,68.7,96.07,0.0,0.0,0.0,58.15,63.52,0.0
BSEd-Elementary,Education Program Coordinator (Entry Level),25,Female,Yes,No,3.08,92.4,85.3,83.2,85.71,58.85,72.56,70.0,63.14,69.23,83.78,72.58,74.11,81.19,58.84,74.03,69.92,74.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.17,0.0,81.94,72.62,0.0,0.0,0.0,78.87,92.1,0.0
BSEd-Elementary,Elementary School Teacher,29,Female,No,Yes,2.99,83.8,94.2,96.7,78.58,80.34,61.87,91.74,73.65,84.67,82.01,67.27,62.33,59.49,78.22,84.52,78.47,72.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.94,0.0,85.35,91.49,0.0,0.0,0.0,73.67,59.34,0.0
BSEd-Elementary,Elementary School Teacher,29,Male,Yes,No,3.05,92.4,89.6,80.0,87.17,76.65,53.23,86.5,68.41,68.67,72.58,66.85,88.9,61.21,72.37,57.33,73.44,69.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.4,0.0,74.01,99.95,0.0,0.0,0.0,60.44,61.9,0.0
BSEd-Elementary,Teaching Assistant,21,Female,No,No,3.02,96.0,84.6,97.5,71.19,87.05,60.13,56.75,78.64,79.37,78.65,72.51,85.0,62.09,56.07,73.44,72.19,71.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.13,0.0,65.01,62.42,0.0,0.0,0.0,59.6,74.96,0.0
BSEd-Elementary,Teaching Assistant,29,Female,Yes,No,2.76,91.8,91.8,98.3,75.14,56.92,67.76,61.44,64.02,76.47,82.3,77.79,68.91,80.97,87.39,88.79,66.96,81.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.07,0.0,72.56,61.81,0.0,0.0,0.0,84.45,81.0,0.0
BSEd-Elementary,Teaching Assistant,25,Female,No,Yes,1.96,92.2,83.4,87.3,67.02,71.61,60.57,87.21,70.12,56.63,58.18,72.44,72.08,82.82,76.43,62.15,68.86,70.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.93,0.0,62.0,81.72,0.0,0.0,0.0,65.16,78.97,0.0
BSEd-Elementary,Curriculum Assistant,28,Female,No,Yes,2.66,94.3,91.6,87.4,54.65,64.58,73.74,81.79,76.46,73.45,59.27,82.24,82.28,59.22,66.9,89.13,70.78,73.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.39,0.0,78.45,65.52,0.0,0.0,0.0,64.67,66.28,0.0
BSEd-Elementary,Child Development Assistant,25,Female,Yes,Yes,1.78,83.2,95.2,99.0,86.65,60.98,53.69,68.02,83.93,64.7,84.23,73.96,75.09,80.72,72.54,60.85,69.66,74.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.62,0.0,61.37,84.94,0.0,0.0,0.0,90.93,75.07,0.0
BSEd-Elementary,Child Development Assistant,25,Male,No,No,2.04,92.5,94.1,82.6,82.28,76.59,87.17,82.66,76.42,83.0,71.37,61.77,67.13,75.3,85.72,88.02,81.35,74.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.04,0.0,71.03,60.68,0.0,0.0,0.0,90.79,63.55,0.0
BSEd-Elementary,Child Development Assistant,29,Female,Yes,No,2.24,95.1,89.3,92.6,86.85,72.71,72.31,59.64,59.03,75.4,84.33,71.84,84.52,88.1,65.13,70.56,70.99,77.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.15,0.0,66.93,66.68,0.0,0.0,0.0,94.23,76.7,0.0
BSEd-Elementary,Elementary School Teacher,24,Male,No,No,3.04,85.6,83.0,84.4,75.97,60.42,82.13,90.06,70.09,81.9,89.03,58.98,80.81,65.13,57.17,76.87,76.76,71.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.84,0.0,59.96,91.9,0.0,0.0,0.0,66.82,68.62,0.0
BSEd-Elementary,Teaching Assistant,26,Female,No,No,1.58,94.3,82.9,96.1,76.18,85.05,68.59,53.85,77.75,81.44,55.24,81.32,73.8,80.7,58.49,69.59,73.81,69.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.78,0.0,72.82,81.99,0.0,0.0,0.0,82.69,60.09,0.0
BSEd-Elementary,Teaching Assistant,28,Male,Yes,No,1.5,94.6,84.8,85.0,57.53,52.19,81.15,84.78,65.89,59.95,86.87,59.11,62.27,77.57,81.97,75.14,66.92,73.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.03,0.0,62.93,60.97,0.0,0.0,0.0,74.2,78.77,0.0
BSEd-Elementary,Education Program Coordinator (Entry Level),21,Female,No,No,1.37,94.9,82.2,82.9,78.35,57.19,67.83,70.08,77.78,57.27,80.82,63.18,64.93,83.03,62.21,66.39,68.08,70.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.68,0.0,71.12,62.96,0.0,0.0,0.0,85.59,96.87,0.0
BSEd-Elementary,Child Development Assistant,27,Male,No,No,1.99,92.6,89.3,99.0,77.69,75.96,72.4,80.99,87.11,66.36,77.19,72.74,86.77,78.51,85.58,88.27,76.75,81.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.27,0.0,73.28,80.85,0.0,0.0,0.0,98.81,61.93,0.0
BSEd-Elementary,Curriculum Assistant,25,Male,Yes,Yes,1.81,83.8,84.1,96.5,56.1,64.7,69.31,76.89,74.39,67.85,66.05,66.83,79.05,85.52,57.44,67.74,68.21,70.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.6,0.0,75.81,83.45,0.0,0.0,0.0,80.77,65.79,0.0
BSEd-Elementary,Elementary School Teacher,27,Male,No,Yes,2.82,89.6,89.1,86.2,79.89,66.31,68.02,94.69,59.28,63.21,61.03,60.74,56.58,62.14,63.64,79.82,71.9,63.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.19,0.0,76.19,98.48,0.0,0.0,0.0,78.87,79.06,0.0
BSEd-Elementary,Curriculum Assistant,28,Female,No,Yes,2.28,93.6,93.6,78.8,79.07,66.45,65.88,62.03,59.41,53.63,80.59,68.31,68.2,79.99,80.56,70.89,64.41,74.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.27,0.0,58.94,62.74,0.0,0.0,0.0,65.23,84.37,0.0
BSEd-Elementary,Teaching Assistant,22,Female,No,No,2.44,92.6,91.2,89.6,74.13,86.15,75.41,76.73,70.7,66.83,63.2,76.21,72.52,59.33,71.57,71.95,74.99,69.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.81,0.0,66.18,80.06,0.0,0.0,0.0,84.84,85.32,0.0
BSEd-Elementary,Elementary School Teacher,27,Female,Yes,No,1.94,91.4,92.5,92.3,87.95,59.47,81.48,76.26,75.53,80.0,61.78,80.91,62.69,58.4,55.57,71.97,76.78,65.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.26,0.0,81.13,95.99,0.0,0.0,0.0,85.03,75.51,0.0
BSEd-Elementary,Child Development Assistant,29,Male,No,Yes,1.39,87.5,91.3,79.7,75.26,74.78,58.66,72.31,60.03,79.44,56.79,66.16,64.83,59.44,63.52,79.11,70.08,64.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.82,0.0,59.92,74.29,0.0,0.0,0.0,95.98,80.63,0.0
BSEd-Elementary,Curriculum Assistant,27,Female,No,No,1.9,85.4,94.3,85.5,54.74,86.18,82.87,64.94,61.54,81.19,63.97,84.76,86.76,68.81,89.27,75.92,71.91,78.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.22,0.0,78.74,63.25,0.0,0.0,0.0,79.42,64.57,0.0
BSEd-Elementary,Teaching Assistant,29,Male,No,Yes,1.94,95.5,85.3,88.8,84.37,86.39,72.05,82.98,52.68,70.79,76.48,85.12,69.49,58.3,84.76,73.15,74.88,74.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.03,0.0,63.65,82.61,0.0,0.0,0.0,67.68,76.43,0.0
BSEd-Elementary,Curriculum Assistant,24,Male,No,Yes,2.75,89.9,86.7,83.3,81.13,79.39,80.59,55.41,71.04,74.41,60.15,82.03,61.42,71.99,79.76,57.62,73.66,68.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.06,0.0,63.7,77.0,0.0,0.0,0.0,73.38,78.66,0.0
BSEd-Elementary,Curriculum Assistant,22,Male,No,Yes,1.84,84.1,87.0,99.0,77.9,64.65,69.22,75.65,58.13,62.17,74.81,77.65,80.14,62.26,84.05,87.94,67.96,77.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.82,0.0,84.45,74.91,0.0,0.0,0.0,58.52,58.7,0.0
